t,spd scale,shoulder_pan_joint pos,shoulder_lift_joint pos,elbow_joint pos,wrist_1_joint pos,wrist_2_joint pos,wrist_3_joint pos,shoulder_pan_joint vel,shoulder_lift_joint vel,elbow_joint vel,wrist_1_joint vel,wrist_2_joint vel,wrist_3_joint vel,shoulder_pan_joint acc,shoulder_lift_joint acc,elbow_joint acc,wrist_1_joint acc,wrist_2_joint acc,wrist_3_joint acc,shoulder_pan_joint effort,shoulder_lift_joint effort,elbow_joint effort,wrist_1_joint effort,wrist_2_joint effort,wrist_3_joint effort,act human j0 x, y, z,act human j1 x, y, z,act human j2 x, y, z,act human j3 x, y, z,act human j4 x, y, z,act human j5 x, y, z,act human j6 x, y, z,act human j7 x, y, z,act human j8 x, y, z,act human j9 x, y, z,act human j10 x, y, z,act human j11 x, y, z,act human j12 x, y, z,act human j13 x, y, z,act human j14 x, y, z,act human j15 x, y, z,act human j16 x, y, z,act human j17 x, y, z,act human j18 x, y, z,act human j19 x, y, z,act human j20 x, y, z,act human j21 x, y, z,act human j22 x, y, z,act human j23 x, y, z,act human j24 x, y, z,act human j25 x, y, z,act human j26 x, y, z,act human j27 x, y, z,act human j28 x, y, z,act human j29 x, y, z,act human j30 x, y, z,act human j31 x, y, z,act human j32 x, y, z,act human j33 x, y, z,act human j34 x, y, z,act human j35 x, y, z,act human j36 x, y, z,act human j37 x, y, z,act human j38 x, y, z,act human j39 x, y, z,act human j40 x, y, z,act human j41 x, y, z,act human j42 x, y, z,act human j43 x, y, z,act human j44 x, y, z,act human j45 x, y, z,act human j46 x, y, z,act human j47 x, y, z,act human j48 x, y, z,act human j49 x, y, z,act human j50 x, y, z,act human j51 x, y, z,act human j52 x, y, z,act human j53 x, y, z,act human j54 x, y, z,act human j55 x, y, z,act human j56 x, y, z,act human j57 x, y, z,skel pt 0 x, y, z,skel pt 1 x, y, z,skel pt 2 x, y, z,skel pt 3 x, y, z,skel pt 4 x, y, z,skel pt 5 x, y, z,skel pt 6 x, y, z,skel pt 7 x, y, z,skel pt 8 x, y, z,skel pt 9 x, y, z,skel pt 10 x, y, z,skel pt 11 x, y, z,skel pt 12 x, y, z,skel pt 13 x, y, z,skel pt 14 x, y, z,pred pelvis x, y, z,pred spine top x, y, z,pred head top x, y, z,pred l shoulder x, y, z,pred l elbow x, y, z,pred l wrist x, y, z,pred r shoulder x, y, z,pred r elbow x, y, z,pred r wrist x, y, z,plan time,min sep dist, tip speed
0.0167981,100,-0.31489,-1.84912,1.86631,-1.56904,1.56975,1.88365,-0.193461,-0.00132072,-0.0523353,0.207577,-0.0546985,-0.0754947,69.1745,0.470597,18.7092,-74.2746,19.518,26.9908,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706, , , , , , , , , , , , , , , , , , ,0.69608,-0.0697825,1.06389,0.903993,-0.165176,1.58488,0.799273,-0.0203138,1.75966,0.948045,-0.00777401,1.5983,0.937976,0.147075,1.35925,0.683567,-0.152018,1.28296,0.859941,-0.322579,1.57147,0.859541,-0.397459,1.29648,0.651263,-0.057212,1.26729,19.4237,0.662773,0.115646
0.0339178,100,-0.323183,-1.84917,1.86407,-1.56018,1.56738,1.88041,-0.667293,-0.00470484,-0.18087,0.711182,-0.192317,-0.260695,308.499,2.16718,83.6,-329.044,88.7169,120.507,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706, , , , , , , , , , , , , , , , , , ,0.69608,-0.0697825,1.06389,0.903993,-0.165176,1.58488,0.799273,-0.0203138,1.75966,0.948045,-0.00777401,1.5983,0.937976,0.147075,1.35925,0.683567,-0.152018,1.28296,0.859941,-0.322579,1.57147,0.859541,-0.397459,1.29648,0.651263,-0.057212,1.26729,19.4237,0.659007,0.397857
0.0500927,100,-0.337456,-1.84928,1.8602,-1.54503,1.56322,1.87483,-1.05897,-0.00769243,-0.28757,1.12136,-0.31072,-0.414162,504.318,3.64955,136.918,-534.474,147.637,197.211,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706, , , , , , , , , , , , , , , , , , ,0.690316,-0.0595901,1.06027,0.897585,-0.158528,1.58085,0.814817,0.000810295,1.75481,0.937265,-1.52439e-05,1.59483,0.930396,0.154132,1.35521,0.689359,-0.153135,1.26868,0.857906,-0.31704,1.56688,0.864192,-0.38909,1.29121,0.645631,-0.0573256,1.2447,19.4237,0.659007,0.63058
0.067026,100,-0.357763,-1.84943,1.85467,-1.52361,1.55719,1.86689,-1.4259,-0.0106832,-0.387982,1.49945,-0.426331,-0.558313,699.71,5.22185,190.34,-736.463,208.704,273.931,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706, , , , , , , , , , , , , , , , , , ,0.690316,-0.0595901,1.06027,0.897585,-0.158528,1.58085,0.814817,0.000810295,1.75481,0.937265,-1.52439e-05,1.59483,0.930396,0.154132,1.35521,0.689359,-0.153135,1.26868,0.857906,-0.31704,1.56688,0.864192,-0.38909,1.29121,0.645631,-0.0573256,1.2447,19.4237,0.656114,0.84869
0.0834264,100,-0.387269,-1.84965,1.84664,-1.49273,1.54826,1.85532,-1.84478,-0.0143313,-0.503164,1.92355,-0.564021,-0.723335,885.348,6.84976,241.412,-924.06,269.998,347.088,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706, , , , , , , , , , , , , , , , , , ,0.690316,-0.0595901,1.06027,0.897585,-0.158528,1.58085,0.814817,0.000810295,1.75481,0.937265,-1.52439e-05,1.59483,0.930396,0.154132,1.35521,0.689359,-0.153135,1.26868,0.857906,-0.31704,1.56688,0.864192,-0.38909,1.29121,0.645631,-0.0573256,1.2447,19.4237,0.656114,1.0983
0.100089,100,-0.41893,-1.8499,1.83799,-1.45988,1.53846,1.8429,-2.03465,-0.0163457,-0.556229,2.10421,-0.635247,-0.798855,1015.91,8.12673,277.645,-1051.76,316.332,398.802,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141, , , , , , , , , , , , , , , , , , ,0.690316,-0.0595901,1.06027,0.897585,-0.158528,1.58085,0.814817,0.000810295,1.75481,0.937265,-1.52439e-05,1.59483,0.930396,0.154132,1.35521,0.689359,-0.153135,1.26868,0.857906,-0.31704,1.56688,0.864192,-0.38909,1.29121,0.645631,-0.0573256,1.2447,19.4237,0.651484,1.21224
0.116727,100,-0.455242,-1.8502,1.82805,-1.42251,1.52698,1.82863,-2.38659,-0.0198546,-0.654053,2.44627,-0.761772,-0.938384,1191.75,9.87047,326.499,-1222.96,379.318,468.496,0,0,0,0,0,0,0.585419,-0.0254688,0.0774239,0.748954,-0.100062,0.617288,0.570024,-0.152298,0.783887,0.786395,0.0695385,0.63871,0.796632,0.218244,0.395797,0.425132,-0.0771311,0.238504,0.711514,-0.269662,0.595866,0.69294,-0.329925,0.31793,0.481563,0.107771,0.200706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141, , , , , , , , , , , , , , , , , , ,0.690316,-0.0595901,1.06027,0.897585,-0.158528,1.58085,0.814817,0.000810295,1.75481,0.937265,-1.52439e-05,1.59483,0.930396,0.154132,1.35521,0.689359,-0.153135,1.26868,0.857906,-0.31704,1.56688,0.864192,-0.38909,1.29121,0.645631,-0.0573256,1.2447,19.4237,0.651484,1.42334
0.133392,100,-0.501102,-1.85059,1.81546,-1.37579,1.51213,1.81058,-2.65891,-0.0230479,-0.730881,2.6956,-0.871355,-1.0473,1314.1,11.3379,361.095,-1333.94,429.351,517.497,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141, , , , , , , , , , , , , , , , , , ,0.690316,-0.0595901,1.06027,0.897585,-0.158528,1.58085,0.814817,0.000810295,1.75481,0.937265,-1.52439e-05,1.59483,0.930396,0.154132,1.35521,0.689359,-0.153135,1.26868,0.857906,-0.31704,1.56688,0.864192,-0.38909,1.29121,0.645631,-0.0573256,1.2447,19.4237,0.64823,1.58761
0.150067,100,-0.54802,-1.851,1.80253,-1.32911,1.49606,1.79205,-3.21064,-0.0274304,-0.886722,3.14196,-1.13984,-1.27173,1561.86,13.3814,431.119,-1535.42,549.079,618.211,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141, , , , , , , , , , , , , , , , , , ,0.694348,-0.0626652,1.05531,0.694348,-0.0626652,1.62431,0.594984,0.0895158,1.79597,0.733132,0.0960659,1.63832,0.716924,0.245473,1.39617,0.475378,-0.0554655,1.29085,0.655565,-0.221396,1.6103,0.665699,-0.291489,1.33424,0.433507,0.0295222,1.27912,19.4237,0.64823,1.89551
0.166736,100,-0.603348,-1.85146,1.78721,-1.27596,1.47565,1.77007,-3.6774,-0.0308604,-1.0194,3.4877,-1.39182,-1.4636,1800.44,15.1376,498.893,-1713.61,676.738,716.192,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587421,-0.0255698,0.0712934,0.746585,-0.0965673,0.612946,0.569108,-0.15367,0.779503,0.777348,0.0742943,0.634966,0.797423,0.222298,0.392238,0.415274,-0.0637512,0.243449,0.715822,-0.267429,0.590925,0.696841,-0.337219,0.315255,0.476757,0.0953728,0.195141, , , , , , , , , , , , , , , , , , ,0.694348,-0.0626652,1.05531,0.694348,-0.0626652,1.62431,0.594984,0.0895158,1.79597,0.733132,0.0960659,1.63832,0.716924,0.245473,1.39617,0.475378,-0.0554655,1.29085,0.655565,-0.221396,1.6103,0.665699,-0.291489,1.33424,0.433507,0.0295222,1.27912,19.4237,0.645895,2.1545
